text,sentiment
"Я уже помыла полы и пропылесосила)
Щас надо убрать мою комнату и приготовить ужин.",positive
"целый день сильно болит голова...( когда мне так нужны физические силы, чтобы досдать все последние лабы, их нет(",negative
@Vicmut_dream агаааааа)))) а еще здесь они танцевали с Мэнни из Книжного магазинчика *_*,positive
"@FromYesterday33 черногорск-чернодыырочка, тебе это вообще ничего не даст:D  а ты?",positive
@walter_tanyaZ а я еще нит :| мне нада бижать,negative
“@_dayanka: Мафака. Следующий сезон @Orel_i_Reshka начнут новые ведущие! Бедняков! Не смей уходить! Я не выдержу :((”.  Что???,negative
"Алкоголь тут с 11, ну збс((( Надо на ром, что ли, развести мать",negative
"божеее,какая красивая зима...сразу исчезли грустные мысли о том,что мне выскажут на проекте))",positive
счастливое прошлое горестное настоящее и неизвестное будущее((((,negative
что-то почта россии не хочет доставить мне мои подарки до нг =(,negative
"@MEG4TROON в инста и вк:(
В живую я боюсь знакомиться:(",negative
"@Mary__Zzz дерьмо случается, видимо не судьба тебе на тгп попасть)",positive
Ну неужели!) наконец мой заказ доставляется ) http://t.co/6H3U6GCKOx,positive
RT @Do_or_PIE__: #Снаступающимтвиттерский @nastya_ronaldo,negative
"@lenk0yan это все инстаграм хитрый, морду лица разглаживает )))))",positive
"это
лучший комментарий под фотографией Пола Уокера,на аве очередной тп:-) http://t.co/nYoJdhUNkj",positive
"RT @BremboTwit: Китайский инженер продал душу дьяволу,
а через неделю она сломалась(((",negative
"я хочу накрутить волосы,но блять они слишком короткие :(",negative
@lawyer_of_death азазазазазазазазза))00)00))))))))))00)0)),positive
"@Backstage_MSC @CrocusGroup @eminofficial Поздравляю вас! Я вас очень люблю! Желаю вам здоровья,счастья,успехов во всем!:)",positive
"@manya_sun_18 у неё будет сольник летом у нас? А то я зимой пока не собираюсь...
Спасибо))",positive
"хочу спать, но времени, как всегда, на это нет :( 
эх, не забочусь я о себе любимой!",negative
@VladaShostak каааак? Тож на 10 казала та (,negative
RT @MissisTanyae: Хочу спать но надо делать уроки=( жизнь боль=(,negative
"Мои тяжелые волосы не закручиваются на плойку, ааааааааааааааааааааааа. Вся голова уже горячая от горячего воздуха от плойки(",negative
"Шумахер впал в кому ((( после стольких гонок, такой нелепый случай.",negative
"Скормить тарелку картошки вертлявому ребенку я смогла, а починить машинку нет :(",negative
"@Thisis_WAAAAAR я и прыщавый, и страшный, и жирный, и всё вместе :-)",positive
"А кто же чемпион ""КУЗБАССА""? Все верно друг мог,команда вторая слева ""ВСЕ СЕРЬЕЗНО""!)))
Конечно… http://t.co/plcdMDwDYL",positive
"Именно так, мне запомнился этот день :) http://t.co/KPwnRGEYMB",positive
"@annTchedy а проверенные проиграют, скажут, что старички :(",negative
"@m_gapeenko ахахах все дети хотят из школы домой, и только ты хочешь из дома в школу)",positive
"Офигенный день!
день позитива)
бегал как идиот целый день!
танцы офигенны, хоть я и ракал но мне очень понравилось!",positive
RT @panda_Tao_: Так к нам и пришел Илай)) Уж очень он тоже хотел выучить этот танец:)),positive
Что ты чаще всего покупаешь в магазине? — жвачку) http://t.co/JmJG4A4EXq,positive
"RT @antolna: Проект, не пошел бы ты вон из моей головы? Я спать хочу :(",negative
RT @unicorn8rainbow: Ну почему не плюс?:( http://t.co/efNG0kHfS0,negative
"@crapsome вариант ""макне в шоколаде"" мне нравится больше))",positive
@irina_big6969 скоро выход)))) http://t.co/5tXypeblzG,positive
"@pisyalolka ой ты ответила на это, а я удалила ( а может и не сосун он, у меня предубеждение из-за кое-чего",negative
@mashamalbork я лежала а она со всей силы ногой стукнула (,negative
"RT @lefatexopap: Лан, на сегодня хватит, спать пора :) А то я бы тут ещё рассказал как Корнелюка послушал, Рыбникова, Арьтемьева и завис н",positive
"Мне приятно было с тобой общаться , не такое уж и холодное было общение , удивительно )",positive
"Хочешь уйти раньше?-Приходи раньше. Хорошо,что сегодня не холодно)",positive
@niechunaieval. Маме кушать надо готовить на завтро а воды нет;(,negative
"@hizu_kun ахаха, ну, блин(( читай приквелы!",negative
@huestol блин с телефона ничего не видно(,negative
RT @valja_pa_870273: если дохуя хуёва значит скоро заебись),positive
"Если честно бесет когда ,парень блятььь ну такой красавчиккк,, аааа но тупаой пиздецццц блять, за что мне такое наказание((",negative
"RT @nakolapih: Кстати, идея про стартап (",negative
"RT @prisonero_O: Я не умею просто решать тесты по английскому. Нет. 
Three days Grace
My Chemical Romance http://t.co/vXUCIBQVIQ",negative
"@priveeetkakdela так скучаю, Рома( до соплей(",negative
Как же здорово оказаться в зимнем лесу!) http://t.co/XqneWdUvZB,positive
#ВзаимныйФолловинг Авто плюс Наши тесты Volkswagen Amarok с АКПП 2012) http://t.co/4PPFICstIY,positive
RT @safonov016: Когда последние игры в рфпл закончатся!!!а то заждались!!!))))) http://t.co/J6hiWlkPDS,positive
RT @AndreiMertens: ) Регистировать самой в ручную? Я на такой подвиг не готова,positive
Просто не нарадуюсь этому дню!!! Он великолепен!!! Особенно вечер) спасибо... Без тебя и тебя я теперь никуда),positive
Доброе утро тви! Как же не хочу в школу :(,negative
"Бля.теперь я все больше и больше хочу посмотреть ""Хатико"" :( жизнь боль",negative
"RT @Ann_MaDNess: после сыра ""Панда"" в течение двух недель,мне омлет кажется деликатесом)",positive
@aluona2704 ну что за пессимистичное настроение в последние время?( Улыбнись что- ли!,negative
@kolydka только портвейн Массандра ну или водку с маслинкой с косточкой не решил еще... За маслинкой идти надо :-(,negative
"@Sashka_zhukova тоже плохо, сердце посадишь!! Будешь мучатся как я;(",negative
"ну вот что за беспредел! теперь у меня чувство, будто бы я напросилась на подарок(",negative
Голова болит:( руки болят:(( а тебе теперь похуй... Почему?,negative
@tozafizz )) Я и сам не играю. На компе ни одной игрушки нет. Купил чисто работать )),positive
"@f1xus да, в мире игрушек они нашли свое место, жалко, времени не хватает на конструкторы :(",negative
"RT @hivyhawamimy: 5:0? А у депортивы в воротах кто-то стоял, или барселонцы в пустые били? :D",positive
"Или как у крайон поп
Гееет, сееееет, редииии, ГОУ :D",positive
"RT @radioutkin: Ну вот как Устюгов три пудельнул? Ну, вот почему?(((",negative
ыыы..7 не сдала((  там одно задание нормально..второе никак((и автобус или маршрутку ждать пришлось((,negative
"Люблю позу, когда Я сверху. А что?  надоело … встала и ушла…)))",positive
ну есть же учителя которые портят настроение в др:(((,negative
"Я уже поскорее хочу #holiday ,
но блн впереди ещё подготовка к #нг и контрольные(",negative
RT @geefrnk: #ПредновогодниеОбнимашки  @stylessooon @eurofan_huilo @rumarya_2309 @alainwinor @Molko_od @suicide__cult @stooonem @UnicornMas…,negative
"@BukalovaK как это??? блять((
обрежу все батареи нах",negative
"Осадок на душе остаётся, когда кто-то то трогает тебя за коленку)",positive
@AppleNewsinru а как же ссылочку в твит добавить? :(,negative
"Впервые совсем не волнуюсь,сдам или нет. Просто хочу уже быть свободной,как все нормальные люди :(",negative
"Ну вот, мне звонила Елена, и поговорить все равно не получилось..(",negative
"ужасно хочу спать,всем сладких)) http://t.co/ayntnDO3q5",positive
@AlekseyZhegalin быстро так (; я тоже хочу(((ч,negative
"RT @tijitepymudo: ""Знаете, как Клайв Степлз Льюис говорил, не исключено, что мебель за нашими спинами превращается в кенгуру :)""",positive
RT @vadebiwesada: Как из забродившего яблочного сока сварганить вино?))),positive
"RT @irinaagulova: в Мск снег, а мы как всегда :(",negative
"Смотрю ""Кадетство"".  То, что смотрел в 13 лет и сейчас - разница большая))",positive
RT @lerysssska: есть такой человечек) http://t.co/7M1Nbop2Al,positive
"Когда тебе не хватило 2,5 баллов, чтобы пройти на область, ты понимаешь, что ты не тупой :D
честно, думала буду последней ",positive
"@morkvo блин, уже увидел. ладно, будем ждать((",negative
@69olgaknopa эх...(( что же ты?...(( тебе сейчас никакой Кузьмин не в радость...((,negative
"Обидно, досадно, но завтра понедельник ( http://t.co/WMBtd3ICGB",negative
"@junger_Trommler скажи ему чтоб не выёбывался, ну 8)",positive
"я тоже этим бредил. чувак, у тебя ничего не выйдет, так что забудь :DD http://t.co/cmSLMFPCVP",positive
"Пообедала, вроде получше стало;) http://t.co/eQSRxCvEjT",positive
"если бы я могла перейти в класс, где адеквадный учитель биологии и по химии проходят только теорию :(",negative
"Мы с Васюшай боимся одного,что подеремся из за какой ни будь вещички))",positive
@belogolovcev неужели Коржаков наконец то попал.))),positive
"@yob_tuo_llaf Почему ты ставишь "":)""? Что-то не так?",positive
Самая тяжелая контрольная работа за год)) Привет я стресс)),positive
за последние дни выспалась на сто лет вперед (,negative
"сутра пошла в СумДУ поддержать Таню в конкурсе, заодно прошла футквест, получила массу эмоций, познакомилась с очень крутыми людьми))",positive
уйду я от вас в скайрим. злые вы все. кидаете меня уже который раз все :((,negative
@Julia_Yozhik @nubic Ждем-с когда звезды начнут называть детей известными марками унитазов;),positive
у меня такое дикое желание швырануть макароны на потолок),positive
@Biblicaldoctor @VRSoloviev какая работа? Родина в опасности:),positive
"RT @do_orpie: меня сейчас два раза блокировали за нарушения
я боюсь
#mtvstars 30 Seconds To Mars",negative
"Diamante: ну вот всегда так у нас :( / Diamante: время на летнее перевели, а погоду нет!",negative
"а нет, показалось. он просто открылся :((((",negative
"мне кажется,я хочу себе котейку
но я не люблю котов (",negative
"@1AnnaLand блог. тип тамблера)) 
я там давно уже не был :с",positive
"@serg_smirnoff ну видно да, на калькуляторе, пишущей машинке... ввод без интернета я уже и не рассматриваю даже :)",positive
"@gari18 да, но до понедельника она не нужна, так что в понедельник… ;)",positive
"Прочитал ""Недотёпу"" С. Лукьяненко. Приятная такая сказка) Ммм.. ну, фэнтези всмысле :-)",positive
"@FiannaAonair ЛАЛ :DDD
ГЕНИУС
Я бы тоже из дома сбежал.",positive
"@like_linu ахаха,с Найлом из Челябинска которому 13 лет:D",positive
RT @Creative_Link: Иван Царевич и Серый Волк - 2. Идем в кино? премьера 26 декабря))) http://t.co/gmelSGMIuW,positive
"почему я всегда оказываюсь не в том месте,делаю то, что не хочу делать и встречаю людей, с которыми видеться не хочу :(",negative
"@AlesyaYasha @ShadyBennington снег, мешающий увидеть пейзаж. Вот суть этого фото)",positive
"залипаю за компом, слушая репчину. не могу настроится на выполнения уроков))",positive
ну чего личная жизнь так интересует других людей? портят всё даже те от кого не ожидаешь этого(((,negative
Не любит меня никто ;( пойду лучше уроки делать ;(,negative
Папа смотрит машу и медведь :-)33серию ето очень смешно,positive
Есть хочу! &gt;___&lt; Прям даже жрать :(,negative
"Посмотрела на свои фотки и мне показалось,что я старею...где мои 15((",negative
"Не хотела я в Шелехов ехать, а вот теперь хочу(
Ибо, тут делать нечего.",negative
@Dinochkalondon это горизонт иногда заваливается)а не мы и не елка :D,positive
Немного любви в холодном городе :) http://t.co/jqjTkiEmi2,positive
RT @victoriakapkyuk: @IlonaGavr ни очинь (((,negative
плохое соединение с Инетом? зато в холодильнике крабовый салат :-),positive
"Ну и обещала показать блюдо от keslermaria , купленное в #jerusalembazar_shop ))) оно огромное!!! И… http://t.co/TlikWmbTnD",positive
отлично сказано РТ @werk_bitch имхо - вся прелесть людей в их неидеальности :),positive
"У меня нет парня в 19 лет, потому что нормальные девушки заводят их в 11-13 лет :( я сбой в природе :(",negative
"""Харош, блядь! Заебал копать!.. Копальщик..."" Не дают коту сходить в туалет ;(",negative
RT @Kate_Clapp: НОВОЕ ВИДЕО!!! :D Ретвит? :) http://t.co/vXt6CLfpdD,positive
"RT @richard_dielone: Черт, как же сильно болит голова! :(",negative
"Мой голос от души повеселил @safonovamo ,@ksuazaza ,@vinegradow.Кое-кто рассмеялась до слез)",positive
"""Что ты до 4 утра делала?!"" вместо ""с добрым утром!"" лол)",positive
"Сдал сложнейший из семестровых экзаменов. На ""4"", но сдал
Впереди 2 ""полуавтоматных"" и долг по теорверу(",negative
"@Kris_Andr Благодарю ;) и тебе, что бы твой ребёночек рос здоровым) а ты радовалась его успехам ;)",positive
"@dooletovm печалько..(( тебя любят на физике по особенному, наверное..",negative
RT @Zhenkka: @Garik2000 https://t.co/g5PK6Up38J ты обоссышься  от смеха :DDDDD,positive
"@AlinaThis @lizaKireevskaia вообще эту песню много кто исполняет!))
Апхаха)) я перепою!!;D;D",positive
"На улице неуютно,да и из дома выходить не хочется,но надо. Выезжаю на консультацию :( http://t.co/yzlAEffHzj",negative
"@ChemicalM4dness ну ладно:D
ахаха,блин,это же гениально:D
я на гавнюка какого-нить поставлю:D",positive
RT @LIGAnet: ... 4) призвал отменить визы для украинцев;  5) одобрил подписание СА в случае выполнения условий; 6) осудил Россию за давлени…,positive
"Нынешний январь просто плюёт в душу тем, у кого новая шуба :(",negative
"RT @bimmerrrrr: гыгыгы, смешно пздц(((((99((9( http://t.co/FaBotcHz5o",negative
"Я решил сначала выучить физику, сразу расправиться со всеми напрягающими меня делами, а только потом поесть и отдохнуть и читать :)",positive
"На ровном месте скандал,раздуть из мухи слона,видеть проблемы когда их нет!Явно не мое)",positive
"ахахаха, не здесь это обсуждать, не здесь:D :D :D :D :D — намёк понят :DDDD http://t.co/atv8fz8yZ9",positive
Желаемая вакансия: Java Junior Developer. Опыт работы: программирование электрических стеклоподъемников для центральной консоли Mazda 3. =),positive
"@LP_GODofMusic Я завтра постираю, просто я была сегодня занята с Зоей и Жанной =(",negative
RT @rustaveli1981: Люди не хотят стоять. Люди хотят действовать. Чтобы смести власть выйдут все.... ( #Євромайдан live at http://t.co/tUHPD…,negative
"Со вчерашнего дня хотим сходить на мультфильм ""Холодное сердце"", но билетов нет на ни один сеанс(((",negative
RT @OSTBLOCK_46_BS: Почти каждую минуту добавляются новые читатели :) всем привет и огромное спасибо! За интерес и чтение наших друзей и ст…,positive
"RT @katysha_melnik: @Lulkaaa аха,все, в пн.на физ-ре играем в снежки:)",positive
Никто не хочет сегодня со мной пива выпить((!опять прийдется в одного пить!!(,negative
"@misterrpanda это норма:) Потом дай знать,что все же посмотришь)))",positive
"Сочинил для Парнявской стихи в честь др, а ей не нравится( @tanyushkiiin",negative
"у меня не будит праздника ;(
#жизньболь 
#НГотстой",negative
"Собрал вещи, которые не ношу. Раздумываю, не стыдно ли их отдать местным бомжам. 
Ещё подумают, что навязываю:(",negative
"Стало известно имя первого казахстанца, который будет захоронен в Национальном пантеоне http://t.co/jC7ViU3p0R А маразм все крепчал (((",negative
ну что ж) давай посмотрим что будет дальше с тобой),positive
не беру животное без вас((( http://t.co/UV4w6bwj9F,negative
"шоке..мужчина всех моих детских грез!в 52 выглядит как дед!Жан,как так?!мы же должны были пожениться!!а ты стареешь( http://t.co/yGJDUoYe8V",negative
"RT @Nastya_Tsy: -Девочки, почему вы смеетесь?
-Да это формулы у вас смешные:D",positive
"Эй! Андрей Нифёдов!
Короче 300-й твит твой :D
#omskoetv",positive
"@Yulialove2000 Но на 9 Дачную, тоже в лом ехать..(",negative
"@ckrakozyabra вот и я,я думаю мне бы работа могла,но нет думаю,а так бы с радостью пошел бы хоть на какую-то на работу,но мне нельзя(",negative
"Хочу ЙеКю *депрессует*
Я даже не знаю, что можно написать по КюМинам( не вижу их...",negative
"@sophia_sofya У меня одной, все медленно происходит?:D",positive
@AppleJesus гарантия идет от вашего магазина или от apple? И как на счет скидок подписчикам),positive
"#биатлон 
1:20...Видимо, все-таки Слепцова не доходит до мирового уровня :(",negative
RT @zojucyfonyr: Эхма... Steam не запускается :(,negative
сегодня такой красивый морозно-солнечный день что просто ах ах ах),positive
"@daseg блин, поговорить можно и бесплатно! :(",negative
@rudzyanko в 4 утра ты уже должна была спать) а на счет parasole вообще без проблем,positive
"RT @bejihifojo: Живём на земле , а цены космические) http://t.co/RtZwRCEUBA",positive
Только у меня скорость закачки с Улыбайки невероятно сильно упала??? Стала очень маленькой... Печаль :(,negative
Ребят сейчас буду писать пробное гиа по математике.пожелайте удачи!),positive
"Бля мне на понедельник столько стоит сделать а не когда(
Пиздец",negative
Самую качевую музейшн мне скидывает мамаджан;-) http://t.co/4kqohNQM0t,positive
"лента я скучала по вам. 
но меня походу никто не помнит :(",negative
"Спектакль""Аттракцион"" не понравился:( @ ""МОСТ"" театр http://t.co/TJYvuhhsx2",negative
Завтра меня ждет увлекательное выполнение задания по лит-ре((,negative
"Спокойной ночи,у меня есть 3 часа чтоб поспать:((",negative
бля ну ким чондэ(((((( http://t.co/DdwkILjzg6,negative
"Я, кстати, заметила, что у меня очень отросли волосы.
И конечно они поменяли цвет :( http://t.co/9w5kF0mqe3",negative
"""@hell_spite: @PerryYtkonoss ой, мырмырмыр
женууууш""Белоснежка и 7 гномов:))))))))))))))))))))))))))))))))))",positive
"@OlyaValsbaston @lebiaga Да и я тоже, не смотрю ни того ни другого=)))) НИКОГДА вообще..))))))",positive
"@CheerfolUnicorn да я чот как та норм вроде. ток не выспался, а ща еще уроки делать(9((((",negative
"Еще одна кружка кофе и во мне включится режим ""пацандобль"" :D",positive
@Egorka_Bazuka я гулять тебя хотела позвать (,negative
"Страдаю insomnia dyslexia в последнее время, а окружающим забавно... ^_^",positive
RT @dulovuzaluc: А мне щас надо выйти из сухой и тёплой маршрутки и прогуляться пешочком(,negative
"@GrigoriyShironz понял этот момент,там настоящих Х5 не было,я не нашел((((((( Я тебе короч магнитик везу с музеях",negative
"Привык уже ""Я"" писать с большой буквы.
В отчете пишу, стираю. Пишу, стираю :(",negative
"С праздником! Лучше поздно, чем никогда) #ПосланиеПрезидента #ДеньКонституции http://t.co/t7GdvXTrmS",positive
"@ElinaFarzalieva :(( 
ты даже перед самым НГ не зайдёшь?",negative
"Если вы считаете, что никому до вас нет дела, попробуйте пропустить парочку платежей за квартиру )",positive
Продолжаю матереть. Теперь у меня есть подписанный персональный договор на обслуживание с курьерской службой. :D,positive
"Учить фотать, тяжелее фотать самому. Особенно если сам не умеешь фотать. Бида :(",negative
"Уже сегодня экзамен , время быстро пролетело (",negative
Старший котейка совсем странно стал вести. Кажется не долго ему осталось(,negative
«ВКонтакте» начали показывать рекламу игровых приложений в ленте. Теперь мы все знаем о боли :(,negative
"Праздник не задается;( Сначала упал потолок, теперь стекло разбили;(",negative
"я ей скачала игры еще.
я ей много чего скачала.
еще я скачал ей тап тап,точнее себе:D
бля,сука,ебная FIFA14,долго грузила сука,ну ничего.",positive
"RT @tina_kandelaki: Этому утверждению Эминема даже нечего возразить. Тысячу раз ""ДА!"") http://t.co/IPUIwcPPwQ",positive
"RT @xypukyvefov: в питере ребеночка прибило сосулей :-( , от вой то поднимится, за одно вспомнили про прошлогоднию 13-ую квитанцию",negative
"@Ksuhanskiy крутой мужик)По произношению и внешности думали что он из Америки, в конце урока долго гадали, но оказалось что из Беларусии.",positive
На четвертом десятке узнала что джейквери не работает с псевдоэлементами :(,negative
"@rusnakanna1 он голодает с тобой, с него уже хватит, наверное)",positive
"@Briuse  О ГОСПОДИ, ЭТО ТАК МИЛО((((((( КУНЯШЕЧКА**",negative
"RT @igorlogachev: @volkova2312 хоть один человек со мной согласен, спасибо, я твой должник :)",positive
"@EvgeniyKoval мне уже 25!!ну я мимику на лбу не контролирую,поэтому и большие заломы(",negative
"@Julia_Ia шо такое лиц? оО 
яйца там, не придумывай :D у нас на эконом теории преподша говорит, что яйца - это классический пример :D",positive
Сижу за компом слушаю Европу плюс.. Пытаюсь не забивать голову мыслями.. Пока не получается(((,negative
RT @Azad_341: Разобрался наконец то как управлять модами из Grand Theft Auto 4 - Final Mod. Теперь просто Бог ;),positive
прикольно) / поза +/- / качество - / а так норм / Ваша критика 5-7 комментарий :3 http://t.co/8KA19beWgr,positive
Взяли все и кинули...бесит! Одной дома не прикольно(((,negative
@Byrdosha эх.ну это походу клеймо по жизни((,negative
"RT @artemprime2013: Гомель спасибо,вы очень крутые))",positive
@Margarita_Meggi нет)не отменили)я просто после тренировки была),positive
Лежу болею... Мама тоже заболела... Вооот он праздник),positive
"@mendeleevaaa @KotBATbKOVICH ахах
Внатуре, не стоило, конечно ))",positive
"Год назад, крутые на КЭС попали. 

:( http://t.co/WSuSdW0uOy",negative
"RT @july_to_october: Пацан написал в тетради по ОБЖ ""не бейте, лучше обоссыте""
Хотел проверить училку, читает ли она работы
Поставила ему д…",negative
"@YeeeS__ @myrchik89 ну я поняла,но почему не педик:DDDD",positive
"@Nikita_Dinozavr @NastyaSashka и каток не работает ни в субботу, ни в воскресенье:(",negative
RT @_1Dinmyheart: @recklessSie иди покакай :DDDDDDD,positive
"@katttttiii Далеко не все) Я выхожу в последний момент, и мой внешний вид довольно пугающий.",positive
"Тебе повезло ты не такой, как все. Ты работаешь в офисе. ©   З.Ы. Свершилось o_O http://t.co/UF1MGN2mbi",negative
@I_Know88 я вот думала у тебя попросить... но выбрала другое)),positive
У меня дома тааакой медведь живет теперь)он с меня ростом)),positive
"так приятно порой,что меня не забываю и МЕЛКИЕ людишки делают мне черный пиар)Спасибо,ребята от души)",positive
"RT @MarikaChery: В конце концов, ей же нужно деньги зарабатывать) Она должна вернуться в кино=)))",positive
"Кто завтра придет на др Молко, тот увидит, что мы из этого сделали) http://t.co/NRfrrrOFkF",positive
"@Alina_Fetisova_ :D тихо тихо)) не при людях,тут у нас всё засекречено)",positive
"@MChernushevich ну правильно, на крайняк, уже летом переживать не придется))",positive
"@kissakissa9 не верит, что я ей не чего на аск не писала!!ну не верит, не надо*)",positive
RT @yulkapulka01: @BAD_TOMAT я имел в виду клетки :-)),positive
"Не люблю сладкое, но все только его и таскают) обрадую мамулю)",positive
RT @sp_patrik: Баркос похож на Есенина!) Однозначно),positive
@altangadas_sh аан сая нэг дуудлага ирээд дургүй хүрчлээ :(,negative
"RT @sol_solnec: @EKoltsov @TVmosobl Угар, похоже, только в твиттере. В реальности тут совсем тихо и скучно :( #полебитвытвиттер",negative
"@pashnina_diana на ефремова чем то смахивает , не в обиду)",positive
"RT @hanevugisoky: Вот некоторые люди, всех вокруг говном поливать любят, стоит их уличить — сразу тебя в BL пихают. :) Такие милые.",positive
"@rukosueva1993 
ахахахах конечно твои,чьи же еще?;)",positive
RT @Krilowa_Olga: Джейкоби волнуется =)) И на нем дурацкая кофта),positive
@Alexey_Bondar ххах много раз видела такие парочки) мило и смешно),positive
"Одьэ... Так радовалась за просмотром росомахи части второй, когда понимала о чем говорили японцы. ;)))",positive
"RT @tepokohtp: Бля, я думал я один так думаю:D http://t.co/TgioUCoBVo",positive
"@AlchemistLily сочувствую, у меня так несколько лет назад было, у меня все фото и видео личные удалились(",negative
"RT @RUDY_Skins: @jermanottatatja кто-то очень упоролся, наверно луком укололся :D",positive
"Работа проходит в плановом режиме, дома предстоит автопати)",positive
"Кто-то из волонтеров цинично ляпнул, что часть детей которых мы поздравляем в НИИ педиатрии встречают последний Новый год:(",negative
"Блин, не хочется ничего делать. А нужно столько рисовать:( фак:(",negative
каждый день я просыпаюсь ровно в 4 утра и больше не могу уснуть( Что мне делать?,negative
@iamstinger дак заставят блогеров ловить :(,negative
завтра полдня проведём с @alinka_stoma:)волнение будет присутствовать полюбому:)Нам бы удачи ещё:),positive
"А Лина, растеряша !))
ахахах http://t.co/nayiNi2jzS",positive
@homyak_ubiyca дадада - теряемся во времени и пространстве))),positive
почему никто не отвечает :( http://t.co/tJbjkWYNWN,negative
Как же хочу научиться играть на синтезаторе :(,negative
"начала смотреть ""дневники вампира""
блин, Винчестеров на вас нет)",positive
http://t.co/189UYNN5kf была :D — ащзпшразхп так и знааал http://t.co/EfI6fTY3p1,positive
"-мам, мне так грустно и тоскливо(((((((((
-попробуй помедитировать
НУ АХУЕТЬ ТЕПЕРЬ, СПАСИБ",negative
"@MarinaMashirova ты забыла гематоген, а я забыл сделать чекин :((((",negative
как дела? — не очень(((((( http://t.co/XJotHWipL1,negative
хочу напиться в хлам в хлам .....................(,negative
"сгоняла в Мегу:новая шапка, штанишки, пуловеер) 
на следующих поебашу в Бум",positive
@Nosk200900 я знаю( я пролетела с декабрьским набором((,negative
"RT @JSavutova: ""@taurus_astro7: 14.12 #Телец #Taurus Сегодня Тельцам
придётся расстаться с кругленькой суммой
денег"" что я и сделала (",negative
RT @mvolnistova: ось воно як насправді!!! :) http://t.co/uAp69vxFz3,positive
"Наша мама громко плачет,что в квартире все свинячат,тихо мамочка не плачь,у других такой же срач!)))",positive
"@aleshru У каждого своё ""добро"". У Прохорова и Абрамовича - своё,  у нас - своё. Пока побеждает их ""добро""(((",negative
RT @dasha2707_dasha: Я их обожаю)) Доминиканы) http://t.co/mziBg6Mi,positive
"я вообще полгода не понимала что за хрень мы проходим, а тут мне дэзэшку делать надо:(((( прям школодрон",negative
"Последний день курсов
Я грусняшки :((
Было весело",negative
"@komandnaya вчерашние ж новости, Маш)) http://t.co/eIYqoK8Pu5",positive
"@black_swan33 @YuliyaRychka Поверьте, очень быстро привыкаешь, потом даже начинаешь ловить от этого кайф.)))",positive
"@ViktoryOrlova ну и дурочка :(
А я люблю тебя &lt;3",negative
"@NkBasya эт да
Два пьяных человека в ленте - слишком много для почти всегда трезвого Эндрю :(",negative
"блин(( кажется, я потеряла судзуранскую выпускную ленточку :с",negative
"Девушка - как инспектор ГИБДД: хуйни наговорит, деньги отберёт, настроение испортит, а ты ещё и виноват((((",negative
"Нужна ли тебе ёлка на новый год? — Конечно , особенно та которая Девликамова :-D http://t.co/hoBZO8SLoD",positive
"@H1mkinet а у кого-то завтра работа :-D :-( поверь,я лучше бы поиграл бы :-D",negative
"@Julia90701 да без проблем :)
только напомни мне, а то я к вечеру забыть могу, ахах :D",positive
"Услышала песню:
Ты ушел, не смыв за собой, и я поняла, что ДЫШУ ТОБОЙ!
Мир больше не будет прежним(",negative
RT @Helena_mail: Вспоминаю как с подругой стали дирекшионерами....эх уже почти год назад :(,negative
"ностальжи
Леша :( Дима :( Юля :( Соседов :( Кондратюк :( Серега :(
Леша :( а Лешу я уже называла? :(",negative
RT @inside_only: @logvin_ept знаю) группа идеальная) 6 альбомов на телефоне:D и каждая песня любимая,positive
Так ...Давайте в игру ....Приз 30 лайков))) / Я ХОЧУ / ............Поехали ...оцениваююю   у кого красивее)) / Я хочу фруктов,positive
"Я же не верю еще,что больше не смогу позвонить (или ты не позвонишь и никогда больше не скажешь""звони мне""прости меня моя родная(((",negative
"RT @k2young7: @Unicorny17 ну да,иногда могу.
Райкер^^ 
ну вк песни некачественные:((",negative
"Сегодня бодаемся с соседушками) Будет как всегда, весело,боевито, может даже подерёмся, будет много удалений,но будет чертовски интересно!!!",positive
"@Flikernyash ООУУУ
НУ У НАС ЕСЛИ НИЖЕ -25,ТО ВСЕ
ДОМА)",positive
@lenamaltseva от лимона уже зубы ломит :(,negative
"Эх, жаль веселье было не долгим((( села готовиться к зачету...",negative
"Сериал ""Стрела"". Что стоит на столе, м?;-) http://t.co/PXR83y3UzE",positive
"RT @volettvol38: хорошие девочки, хотят плохих мальчиков...).",positive
"@tomilovada хорошо, только из школы пришел, мы там коридор к нг украшали:D 
а ты как? с:",positive
@pony_uprt еще сама не знаю) хаха что тоо &gt;&lt; :D,positive
-47 блядь!я думал сегодня чутка потеплее будет :(((((,negative
"Коняш пришел со столовой 
Опоздал на урок на 15 минут и уже повидался с завучем :D",positive
Некоторые друзья прям вытянули видео))) а кто на 16:09??? Я в него влюбилась ♥♥,positive
"@mar_adent Дело Дениса Попова живет =)
К сожалению, карты глубины по картинкам с двух камер маловато для управления машинкой.",positive
@savsveta @Marusyaha @xs_lana Я думал их три:(((,negative
"нужно провести референдум 
""как нужно казнить януковича, азарова и ефремова?
а) сжечь заживо
б) повесить""",positive
"@roar181 ооо, что сейчас проходите?
а мне стих сегодня на литре рассказывать, который я плохо знаю(",negative
"мультик на ночь, вот что нужно для полного счастья(",negative
"Пышки лежат на столе и давят на меня(
Но я худеющая ледяная глыба, так что эти ублюдки в сахарной пудре для меня вообще никто!!!",negative
